garethbale11,43742183,929,484288.55866523145,2757.1808396124866,0.011134463488135559
m10_official,24031169,1476,383372.11788617884,3826.567073170732,0.016112353292482343
sergioramos,43910900,2016,604594.5049603175,3471.809027777778,0.013847730608757627
rohitsharma45,18395566,916,453322.06113537116,2182.5720524017465,0.024761653606514358
hardikpandya93,17889094,1212,441048.099009901,1886.5478547854786,0.024760037979826507
sureshraina3,15556982,2114,221994.23699148535,748.422421948912,0.014317858014712253
yuvisofficial,10954698,813,168088.0073800738,729.5744157441575,0.01541051901164395
harbhajan3,4481590,1518,60493.62582345191,203.60540184453228,0.013543682314824971
yuzi_chahal23,6400394,1141,143983.93251533742,544.1262050832603,0.02258111902492576
shikhardofficial,8384635,1376,152665.86773255814,524.3008720930233,0.01827034433873999
mariogotze,8038505,1424,118063.16292134831,846.6425561797753,0.014792527401242903
esmuellert,8630738,1304,104971.52760736196,531.3121165644171,0.012224080921460758
davidwarner31,6095801,1779,101774.86565486228,973.6166385609894,0.016855616233768668
fafdup,1854699,838,21255.26014319809,100.29952267303102,0.011514299444746086
djbravo47,3909449,2987,28856.14563106796,102.84800803481754,0.007407436096263893
michaelclarkeofficial,884483,1160,11318.470689655172,57.248275862068965,0.012861433137230724
mitchjohnson398,760835,620,10545.535483870968,59.14193548387097,0.013938209229799941
stuartbroad,607366,1322,8742.303328290469,64.56580937972768,0.014500102306797213
aflintoff11,964480,1086,5696.76335174954,70.97145488029466,0.0059801497248567455
jasonroy20,693535,906,6825.133554083885,37.22516556291391,0.009894754727081977
wriddhi,922204,641,17785.535101404057,57.07488299531981,0.019347790710514567
robinaiyudauthappa,709103,617,11520.009724473257,39.862236628849274,0.0163021055630876
davidmillersa12,958098,782,9481.378516624041,54.35933503836317,0.009952779205950127
10_luisalberto,316643,905,7481.449723756906,135.1303867403315,0.02405415597533259
bubbawatson,905831,1066,8213.20262664165,159.87148217636022,0.009243527886347466
jimmiejohnson,500270,1659,6873.766726943943,113.11271850512357,0.013966217133645962
justinprose99,710911,1056,7875.255681818182,129.1657196969697,0.011259386057488422
dalejr,871886,1401,13559.527480371164,193.32690935046395,0.015773684162518526
bogdanbogdanovic,596192,728,29057.28021978022,213.28021978021977,0.049095862473096656
pjtucker,763308,970,14828.179381443299,222.5979381443299,0.019717829918705986
usman_khawajy,396841,698,6817.893982808023,54.977077363896846,0.017318954090358406
sambillings,476307,806,7416.722084367246,39.207196029776675,0.01565362104776336
tc59,212677,669,3543.8908819133035,21.239162929745888,0.01676311987118047
evanfournier10,245719,823,6224.962332928311,72.74726609963548,0.02562972175138246
spencerdinwiddie,255446,1020,4038.059803921569,72.39019607843137,0.01609126782177055
pragyanojha,230058,525,4265.5371428571425,12.289523809523809,0.018594557314532276
ic3_odi,64302,576,1151.3993055555557,10.401041666666666,0.018067872651274023
munro82,184098,933,1667.6827438370847,12.32690246516613,0.009125626819966816
parnygram,80386,987,2092.3627152988856,18.8419452887538,0.02626333765316895
vernon_philander,65321,682,937.5571847507331,11.43108504398827,0.01452807320455476
shamsi90,96682,912,1956.436403508772,15.856359649122806,0.020399792755196364
sunilnarine24,339652,528,10561.342803030304,53.33143939393939,0.03125161707401765
mnsamuels,126808,1653,965.4561403508771,39.53176043557169,0.007925272071055839
nicholaspooran,338943,698,4086.191977077364,26.11461318051576,0.012132737924246495
mrjasonday,147286,2983,1158.140797854509,31.084143479718403,0.008074256489647538
brad_hogg,47985,626,828.8210862619808,7.485623003194888,0.01742850285016517
namanojha,35188,354,1592.1158192090395,13.435028248587571,0.04562779491467623
heinie45,43384,549,582.3187613843352,3.848816029143898,0.013511146446004957
andile_phehlukwayo,30143,224,1222.5625,19.366071428571427,0.0412012265344714
rassie72,30048,352,839.3380681818181,9.551136363636363,0.028251105050101654
andremoritz10,24857,342,960.187134502924,34.66374269005848,0.04002296645584674
rauljimenezl15,24484,417,397.08393285371704,5.371702637889689,0.01643749532313375
gouramangi19,20280,928,772.6077586206897,5.102370689655173,0.0383486257056383
renedysingh,40687,1387,967.7469358327326,6.891131939437635,0.02395453259695161
rowllin23,21936,244,1493.02868852459,14.295081967213115,0.06871461389915223
wadoo26,17552,570,1144.0070175438595,9.152631578947368,0.06569961537846439
narayandas21,25692,252,1016.047619047619,3.607142857142857,0.03968763669254094
eugenesonlyngdoh,22866,424,965.0896226415094,10.660377358490566,0.042672526895827866
pronay_halder,38571,298,1290.4463087248323,60.83892617449664,0.03503371016824373
djelaludinsharityar,11092,930,264.6666666666667,6.852688172043011,0.024478845549829577
